,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,dem,rep,swing,mask,New_Confirmed,New_Deaths
801,Alaska,2020-04-29 02:32:33,61.3707,-152.4044,351.0,9.0,228.0,342.0,58.72029898837138,17089.0,54.1,2.5641025641025643,2858.892277527859,8.161079691717857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,6.0,0.0
802,Arizona,2020-04-29 02:32:33,33.7298,-111.4312,6955.0,275.0,1450.0,6680.0,95.55255411084124,67438.0,1095.0,3.9539899352983454,926.5094384078952,15.744069015097054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,230.0,0.0
803,Arkansas,2020-04-29 02:32:33,34.9697,-92.3731,3127.0,57.0,1146.0,3070.0,120.77896445266892,40671.0,547.7,1.8228333866325552,1570.8990288629666,19.960066587304002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,58.0,6.0
804,California,2020-04-29 02:32:33,36.1162,-119.6816,46164.0,1864.0,6475.0,44300.0,117.7394154652727,577608.0,7470.2,4.037778355428474,1473.1658497544672,15.174638198535206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,1198.0,85.0
805,Colorado,2020-04-29 02:32:33,39.0598,-105.3111,14316.0,736.0,2275.0,13580.0,252.62877035116563,66341.0,2485.0,5.1411008661637325,1170.6932979789522,17.358200614696838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,437.0,30.0
806,Connecticut,2020-04-29 02:32:33,41.5978,-72.7554,26312.0,2087.0,1887.2,24225.0,738.005103095487,92745.0,4626.8,7.931742170872606,2601.3333568938488,17.543080457312044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,315.0,75.0
807,Delaware,2020-04-29 02:32:33,39.3185,-75.5071,4575.0,137.0,1096.0,4438.0,469.82636449899564,21180.0,357.2,2.9945355191256837,2175.0650054838748,11.731677369182167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,413.0,12.0
808,Florida,2020-04-29 02:32:33,27.7663,-81.6868,32848.0,1171.0,3468.3,31677.0,154.70545631563078,366875.0,5266.0,3.564905017048222,1727.8849332013226,16.03141743789576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,710.0,83.0
809,Georgia,2020-04-29 02:32:33,33.0406,-83.6431,24922.0,1036.0,6370.6,23886.0,245.7938063945248,140020.0,4814.0,4.156969745606292,1380.9505164658276,19.316266752267076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,620.0,41.0
810,Hawaii,2020-04-29 02:32:33,21.0943,-157.4983,609.0,16.0,493.0,593.0,43.014975427077246,29183.0,68.0,2.6272577996715927,2061.2578454653462,11.16584564860427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2.0,0.0
811,Idaho,2020-04-29 02:32:33,44.2405,-114.4788,1952.0,60.0,1039.0,1892.0,121.20482062369568,20052.0,172.0,3.0737704918032787,1245.081487267595,8.811475409836065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,55.0,4.0
812,Illinois,2020-04-29 02:32:33,40.3495,-88.9861,48102.0,2125.0,2363.5,45977.0,409.87919462172243,242189.0,7218.5,4.4176957299072805,2063.70280375536,15.391657966041894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2219.0,142.0
813,Indiana,2020-04-29 02:32:33,39.8494,-86.2583,16588.0,901.0,2043.6,15687.0,253.48433999175427,87181.0,3135.0,5.431637328189052,1332.22921659158,17.92172125426622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,627.0,57.0
814,Iowa,2020-04-29 02:32:33,42.0115,-93.2105,6376.0,136.0,2164.0,6240.0,243.29256961750485,39823.0,964.5,2.132998745294856,1519.5483061289044,15.445265988999363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,508.0,9.0
815,Kansas,2020-04-29 02:32:33,38.5266,-96.7265,3652.0,127.0,835.1,3525.0,149.76493630479212,28090.0,504.0,3.4775465498357065,1151.9433353783165,13.800657174151151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,179.0,1.0
816,Kentucky,2020-04-29 02:32:33,37.6681,-84.6701,4375.0,225.0,1521.0,4150.0,127.80054818401993,48799.0,1281.0,5.142857142857143,1425.494617333026,29.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,219.0,12.0
817,Louisiana,2020-04-29 02:32:33,31.1695,-91.8678,27286.0,1801.0,17303.0,25485.0,593.5266743320923,151108.0,3045.7,6.600454445503187,3286.91008960543,11.199909692942763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,218.0,61.0
818,Maine,2020-04-29 02:32:33,44.6939,-69.3819,1040.0,51.0,585.0,989.0,88.58557792719971,17824.0,163.0,4.903846153846153,1518.2205201676993,15.673076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,17.0,0.0
819,Maryland,2020-04-29 02:32:33,39.0639,-76.8021,20113.0,1016.0,1295.0,19097.0,338.4126925371025,107785.0,4268.0,5.0514592552080755,1813.544079208054,21.220106398846518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,626.0,71.0
820,Massachusetts,2020-04-29 02:32:33,42.2302,-71.5301,58302.0,3153.0,1685.1,55149.0,849.4163267660989,254500.0,5515.0,5.40804775136359,3707.873746389012,9.45936674556619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,1840.0,150.0
821,Michigan,2020-04-29 02:32:33,43.3266,-84.5361,39262.0,3568.0,8342.0,35694.0,492.7918120899546,164805.0,4255.0,9.087667464724161,2068.528210266542,11.6539926407661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1052.0,161.0
822,Minnesota,2020-04-29 02:32:33,45.6945,-93.9002,4181.0,301.0,1912.0,3880.0,84.52533394683779,63829.0,912.0,7.199234632862952,1290.4012294888087,21.81296340588376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,370.0,15.0
823,Mississippi,2020-04-29 02:32:33,32.7416,-89.6787,6342.0,239.0,1536.9,6103.0,219.0517704094285,64412.0,1088.0,3.7685272784610535,2224.781241818372,17.155471460107222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,248.0,10.0
824,Missouri,2020-04-29 02:32:33,38.4561,-92.2884,7450.0,330.0,1057.1,7120.0,127.14490901544443,73503.0,1216.5,4.429530201342282,1254.4338587063373,16.59932674537756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,145.0,-13.0
825,Montana,2020-04-29 02:32:33,46.9219,-110.4544,451.0,15.0,356.0,436.0,52.079303730887425,13191.0,61.0,3.3259423503325944,1523.2330277475296,13.525498891352552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,2.0,1.0
826,Nebraska,2020-04-29 02:32:33,41.1254,-98.2681,3517.0,56.0,1121.6,3461.0,230.5818240943255,23605.0,331.3,1.592266135911288,1547.592822788329,11.743492529193949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,159.0,0.0
827,Nevada,2020-04-29 02:32:33,38.3135,-117.0554,4821.0,219.0,1354.7,4602.0,159.81054776134297,40119.0,755.7,4.542626011200996,1329.898229752607,17.301599995968466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,121.0,13.0
828,New Hampshire,2020-04-29 02:32:33,43.4525,-71.5639,2010.0,60.0,798.0,1950.0,151.33855564289522,20145.0,246.0,2.985074626865672,1516.7737330478228,12.238805970149254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,72.0,0.0
829,New Jersey,2020-04-29 02:32:33,40.2989,-74.521,113856.0,6442.0,15642.0,107414.0,1281.8460312152747,234359.0,6858.8,5.658024170882517,2638.527210068688,7.395591448622159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2668.0,398.0
830,New Mexico,2020-04-29 02:32:33,34.8405,-106.2485,2974.0,105.0,666.0,2869.0,178.34729507601952,58803.0,481.0,3.5305985205110963,3526.347004826891,16.17350369872226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,149.0,6.0
831,New York,2020-04-29 02:32:33,42.1657,-74.9481,295106.0,22912.0,51630.0,272194.0,1750.2257425037922,844994.0,64275.0,7.763989888379091,5011.5221346270455,21.780309448130502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,3110.0,244.0
832,North Carolina,2020-04-29 02:32:33,35.6301,-79.8064,9755.0,363.0,1434.7,9392.0,98.35776312970268,112752.0,1004.1,3.72116863147104,1136.8564334597886,10.615911108271433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,434.0,23.0
833,North Dakota,2020-04-29 02:32:33,47.5289,-99.784,991.0,19.0,409.0,972.0,163.4186320326903,23723.0,79.0,1.917255297679112,3911.9881006170654,7.9717457114026224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,49.0,0.0
834,Ohio,2020-04-29 02:32:33,40.3888,-82.7649,16769.0,799.0,2636.0,15970.0,150.0734750569633,122706.0,3340.0,4.764744468960582,1098.1522947307376,19.917705289522328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,444.0,46.0
835,Oklahoma,2020-04-29 02:32:33,35.5653,-96.9289,3410.0,207.0,2260.0,3203.0,93.22966704705827,59699.0,656.0,6.070381231671554,1632.17533520303,19.237536656891496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,129.0,10.0
836,Oregon,2020-04-29 02:32:33,44.572,-122.0709,2385.0,99.0,1457.8,2286.0,59.51973934097549,51198.0,554.0,4.150943396226415,1277.690404519607,23.228511530398322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,31.0,7.0
837,Pennsylvania,2020-04-29 02:32:33,40.5908,-77.2098,45137.0,2046.0,4223.8,43091.0,358.58598417143617,209088.0,5323.8,4.532866606110288,1661.0768606340084,12.345973240921001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1579.0,160.0
838,Rhode Island,2020-04-29 02:32:33,41.6809,-71.5118,7927.0,239.0,466.0,7688.0,748.2812752215723,57693.0,732.0,3.01501198435726,5446.018873641751,9.234262646650688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,219.0,6.0
839,South Carolina,2020-04-29 02:32:33,33.8569,-80.945,5735.0,192.0,2830.0,5543.0,113.79024697543144,52145.0,944.0,3.347863993025283,1034.6281479570832,16.460331299040977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,122.0,15.0
840,South Dakota,2020-04-29 02:32:33,44.2998,-99.4388,2313.0,11.0,1392.0,2302.0,314.3124262799432,16612.0,157.0,0.4755728491137051,2257.3964657857405,6.787721573713792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,69.0,0.0
841,Tennessee,2020-04-29 02:32:33,35.7478,-86.6923,10052.0,188.0,4921.0,9864.0,153.11665975366986,161928.0,894.0,1.8702745722244332,2466.561329147657,8.89375248706725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,134.0,4.0
842,Texas,2020-04-29 02:32:33,31.0545,-97.5635,26357.0,719.0,11786.0,25638.0,114.67262742151135,300384.0,4085.4,2.7279280646507567,1306.8946585492758,14.746300315416386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1036.0,53.0
843,Utah,2020-04-29 02:32:33,40.15,-111.8624,4345.0,41.0,1704.0,4304.0,151.61126661879308,102439.0,370.0,0.9436133486766398,3574.4318851927615,8.51553509781358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,109.0,0.0
844,Vermont,2020-04-29 02:32:33,44.0459,-72.7107,862.0,47.0,570.3,815.0,141.17469795657,15215.0,50.6,5.452436194895592,2491.8480619596426,7.687475485239629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,7.0,0.0
